Number Plate OCR Evaluation
============================

Total Images Checked: 875
Accuracy: 0.1909

Detailed Classification Report:
                      precision    recall  f1-score   support

                           0.00      0.00      0.00         0
         RJZ4SCDO869       0.00      0.00      0.00         0
        RJZ5C1T3790}       0.00      0.00      0.00         0
         RJZ5C1T7757       0.00      0.00      0.00         0
         RJZ5C50910}       0.00      0.00      0.00         0
         RJZ5C67977}       0.00      0.00      0.00         0
         RJZ5C68928|       0.00      0.00      0.00         0
          RJZ5CA2953       0.00      0.00      0.00         0
         RJZ5CD4723}       0.00      0.00      0.00         0
          RJZ5CD5708       0.00      0.00      0.00         0
         RJZ5CE8988|       0.00      0.00      0.00         0
          RJZ5CH4066       0.00      0.00      0.00         0
          RJZ5CL3942       0.00      0.00      0.00         0
         RJZ5CL6966)       0.00      0.00      0.00         0
          RJZ5CL8141       0.00      0.00      0.00         0
          RJZ5CN0340       0.00      0.00      0.00         0
         RJZ5CN5393}       0.00      0.00      0.00         0
         RJZ5CN9693|       0.00      0.00      0.00         0
          RJZ5CP1665       0.00      0.00      0.00         0
          RJZ5CP5873       0.00      0.00      0.00         0
         RJZ5CS5230}       0.00      0.00      0.00         0
          RJZ5CS7817       0.00      0.00      0.00         0
         RJZ5CU8299'       0.00      0.00      0.00         0
         RJZ5CUS747,       0.00      0.00      0.00         0
        RJZ5SCF1106)       0.00      0.00      0.00         0
        RJZ5SCK5666|       0.00      0.00      0.00         0
          RJZ7TAOSES       0.00      0.00      0.00         0
         RJZ9CA7848,       0.00      0.00      0.00         0
          RJZSCE7429       0.00      0.00      0.00         0
        RJZSCLE6629|       0.00      0.00      0.00         0
          RJZSCOSOBS       0.00      0.00      0.00         0
          RJZSCTL169       0.00      0.00      0.00         0
         RJ{44C7435)       0.00      0.00      0.00         0
          RJ{4CX7671       0.00      0.00      0.00         0
          RJ{ACV9747       0.00      0.00      0.00         0
                 ROS       0.00      0.00      0.00         0
         ROTACT?202}       0.00      0.00      0.00         0
         RP1/5CM2886       0.00      0.00      0.00         0
       RPIJZ5CDZ6Z9|       0.00      0.00      0.00         0
        RPJ/Z2CA2609       0.00      0.00      0.00         0
         RS14CU4226)       0.00      0.00      0.00         0
         RS1ACWZ950)       0.00      0.00      0.00         0
          RSTACYS25)       0.00      0.00      0.00         0
          RSVAVCEO5]       0.00      0.00      0.00         0
             RTACG/S       0.00      0.00      0.00         0
           RTAUHO270       0.00      0.00      0.00         0
          RU14CL1762       0.00      0.00      0.00         0
           RUDUB3506       0.00      0.00      0.00         0
          RUI3CA3418       0.00      0.00      0.00         0
          RUILTEOS16       0.00      0.00      0.00         0
          RY5CUIICS|       0.00      0.00      0.00         0
          RYASCUIZIY       0.00      0.00      0.00         0
            RYCL7291       0.00      0.00      0.00         0
          RYOSCC0003       0.00      0.00      0.00         0
          RY{ATB9315       0.00      0.00      0.00         0
         R]O2CF1369:       0.00      0.00      0.00         0
          R}143C4708       0.00      0.00      0.00         0
          R}19CE6441       0.00      0.00      0.00         0
         R}{4L.05540       0.00      0.00      0.00         0
             SAUCYP>       0.00      0.00      0.00         0
         TH07BU54:27       0.00      0.00      0.00         0
          TH38BY4191       0.00      0.00      0.00         1
           TH74F3339       0.00      0.00      0.00         1
          TN02TC0143       0.00      0.00      0.00         1
          TN07BU5427       0.00      0.00      0.00         1
          TN07BV5200       0.00      0.00      0.00         1
          TN37CR4019       0.00      0.00      0.00         1
          TN38BY4191       0.00      0.00      0.00         0
          TN38MG6162       0.00      0.00      0.00         1
          TN45BA1065       1.00      1.00      1.00         1
           TN52U1580       1.00      1.00      1.00         1
          TN74AH1413       0.00      0.00      0.00         1
          TS09EV1458       0.00      0.00      0.00         1
           TS24E3189       1.00      1.00      1.00         1
           TUIACRB20       0.00      0.00      0.00         0
          TW7LF3339)       0.00      0.00      0.00         0
         UF'VSBXOO71       0.00      0.00      0.00         0
         UK	07BL5603       0.00      0.00      0.00         1
           UK04Q0746       0.00      0.00      0.00         2
           UK04X3095       0.00      0.00      0.00         1
          UK06AP3654       0.00      0.00      0.00         1
          UK06BD3841       0.00      0.00      0.00         1
          UK07DC8021       0.00      0.00      0.00         1
          UK07FE4904       0.00      0.00      0.00         1
           UK15C6531       0.00      0.00      0.00         1
           UKO400746       0.00      0.00      0.00         0
          UKO78L5603       0.00      0.00      0.00         0
          UKO7DC8021       0.00      0.00      0.00         0
         UKO7FE4904)       0.00      0.00      0.00         0
          UKOGAP3654       0.00      0.00      0.00         0
          UP140J5436       0.00      0.00      0.00         0
          UP14CE0725       0.00      0.00      0.00         1
          UP14CJ5436       0.00      0.00      0.00         2
         UP14CJ5436}       0.00      0.00      0.00         0
          UP14CY5417       1.00      1.00      1.00         1
          UP14DH5125       0.00      0.00      0.00         1
         UP14DH5129'       0.00      0.00      0.00         0
         UP15A09422|       0.00      0.00      0.00         0
          UP15AQ9422       0.00      0.00      0.00         1
          UP15BK9620       0.00      0.00      0.00         1
          UP15BP5284       0.00      0.00      0.00         1
          UP15BS0404       1.00      1.00      1.00         1
          UP16AD8515       0.00      0.00      0.00         1
          UP16AE2077       0.00      0.00      0.00         2
         UP16AE2077)       0.00      0.00      0.00         0
          UP16AX4511       0.00      0.00      0.00         1
          UP16BC5173       1.00      0.50      0.67         2
         UP16BC5173)       0.00      0.00      0.00         0
          UP16BQ1477       0.00      0.00      0.00         1
          UP16BU9287       0.00      0.00      0.00         1
          UP16BW7154       1.00      1.00      1.00         1
          UP16BX0071       0.00      0.00      0.00         1
          UP16BY6913       0.00      0.00      0.00         1
          UP16C00907       0.00      0.00      0.00         0
          UP16CA5561       0.00      0.00      0.00         1
          UP16CE1415       0.00      0.00      0.00         1
         UP16CE1419}       0.00      0.00      0.00         0
          UP16CF3544       0.00      0.00      0.00         1
         UP16CF3544)       0.00      0.00      0.00         0
          UP16CF7716       0.00      0.00      0.00         1
          UP16CQ0907       0.00      0.00      0.00         1
          UP16CR3115       0.00      0.00      0.00         1
          UP16CX9170       0.00      0.00      0.00         1
          UP16DB3995       1.00      1.00      1.00         1
          UP16DC1862       1.00      1.00      1.00         1
          UP16DE2883       1.00      1.00      1.00         1
          UP16DH482"       0.00      0.00      0.00         0
          UP16DH8587       1.00      0.50      0.67         2
         UP16DH8587}       0.00      0.00      0.00         0
          UP16DM4821       0.00      0.00      0.00         1
          UP16DN7636       1.00      1.00      1.00         1
         UP18CF7716]       0.00      0.00      0.00         0
          UP20BA5991       1.00      1.00      1.00         1
          UP25AH3279       1.00      1.00      1.00         1
          UP32EW4387       0.00      0.00      0.00         2
         UP32EW43871       0.00      0.00      0.00         0
           UP37E4956       0.00      0.00      0.00         1
           UP38X4716       1.00      1.00      1.00         1
          UP65AM8907       0.00      0.00      0.00         1
          UP65AN8907       0.00      0.00      0.00         0
          UP70CQ1035       0.00      0.00      0.00         1
          UP70GJ5841       0.00      0.00      0.00         1
           UP74V5999       0.00      0.00      0.00         1
           UP74Y5993       0.00      0.00      0.00         0
         UP75:V_5305       0.00      0.00      0.00         0
           UP75V5305       0.00      0.00      0.00         1
          UP78HB9472       1.00      1.00      1.00         1
           UP79Y5062       0.00      0.00      0.00         1
          UP81BA6177       0.00      0.00      0.00         1
         UP81BA6177]       0.00      0.00      0.00         0
          UP93AH2452       0.00      0.00      0.00         0
          UP93AM2452       0.00      0.00      0.00         1
          UPI5BP5284       0.00      0.00      0.00         0
          UPIGCR3115       0.00      0.00      0.00         0
          UPSBKSE20)       0.00      0.00      0.00         0
          UPT6AX2541       0.00      0.00      0.00         0
         UPTECYOT170       0.00      0.00      0.00         0
          UR26CC6483       0.00      0.00      0.00         0
          VP14CEO725       0.00      0.00      0.00         0
           WB06F5977       0.00      0.00      0.00         2
          WH12DE1433       0.00      0.00      0.00         0
          WH14BK7310       0.00      0.00      0.00         0
       WI20:10.840BF       0.00      0.00      0.00         0
          WP79Y5062.       0.00      0.00      0.00         0
         YP16B01477)       0.00      0.00      0.00         0
          YP70C01035       0.00      0.00      0.00         0
         ~KLO7BF5000       0.00      0.00      0.00         0
               ————E       0.00      0.00      0.00         0
               —————       0.00      0.00      0.00         0
        ‘RIOICE1288)       0.00      0.00      0.00         0
        “AJIV5,IO27|       0.00      0.00      0.00         0
          “ANANTG.UE       0.00      0.00      0.00         0
           “KL310777       0.00      0.00      0.00         0
         “MH14EH7958       0.00      0.00      0.00         0
         “PL11CK0001       0.00      0.00      0.00         0
          ™A0ORD0.1)       0.00      0.00      0.00         0

            accuracy                           0.19       875
           macro avg       0.12      0.12      0.12       875
        weighted avg       0.21      0.19      0.20       875


Summary:
Total Images   : 875
Correctly Classified   : 167
Incorrectly Classified : 708
